image_id,file_path,level,level_idx,level_name,label,is_fake,severity_weight,source,split,orig_width,orig_height,orig_path,sha1
L0_fake_013,dataset/images/L0_fake_013.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_023.jpg,18c10bc05d7a5f00
L0_fake_014,dataset/images/L0_fake_014.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_007.jpg,123853db26f952fe
L0_fake_015,dataset/images/L0_fake_015.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_001.jpg,5bb0626440901573
L0_fake_016,dataset/images/L0_fake_016.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_030.jpg,5cb22e4965b6d008
L0_fake_017,dataset/images/L0_fake_017.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_033.jpg,7dfb7626be6ec99c
L0_fake_018,dataset/images/L0_fake_018.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_002.jpg,150f1c3636466813
L0_fake_019,dataset/images/L0_fake_019.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_010.jpg,4a59c76c281de090
L0_fake_020,dataset/images/L0_fake_020.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_022.jpg,91195d543657c8b8
L0_fake_021,dataset/images/L0_fake_021.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_015.jpg,7da2a9e6984f5d30
L0_fake_022,dataset/images/L0_fake_022.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_006.jpg,92f46f9a208077a0
L0_fake_023,dataset/images/L0_fake_023.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_017.jpg,616dc7b4ee3d3d43
L0_fake_024,dataset/images/L0_fake_024.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_016.jpg,19ae7b4732ff0a94
L0_fake_025,dataset/images/L0_fake_025.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_012.jpg,527e2c9799de61ad
L0_fake_026,dataset/images/L0_fake_026.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_034.jpg,c73f054b81ec570d
L0_fake_027,dataset/images/L0_fake_027.jpg,L0,0,Procedural / abstract,fake,1,0.5,bing-image-creator,train,1248,832,images/L0DeepFake/Noise_frattale.jpg,59c3eead385adf75
L0_fake_028,dataset/images/L0_fake_028.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_011.jpg,51214fe0992b5292
L0_fake_029,dataset/images/L0_fake_029.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_005.jpg,d4c44f3e57e1671d
L0_fake_030,dataset/images/L0_fake_030.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_018.jpg,7bfeb056e44b0425
L0_fake_031,dataset/images/L0_fake_031.jpg,L0,0,Procedural / abstract,fake,1,0.5,bing-image-creator,train,1248,832,images/L0DeepFake/Noise_frattale-1.jpg,89d0c718ab31181c
L0_fake_032,dataset/images/L0_fake_032.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_032.jpg,fadbd2bf2d00aa08
L0_fake_033,dataset/images/L0_fake_033.jpg,L0,0,Procedural / abstract,fake,1,0.5,bing-image-creator,train,1248,832,images/L0DeepFake/Abstract_image-3.jpg,c713afc58c99c253
L0_fake_034,dataset/images/L0_fake_034.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_028.jpg,d2eca8a7b1fe5b79
L0_fake_035,dataset/images/L0_fake_035.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,train,512,512,images/L0DeepFake/sd_abstract_031.jpg,a103d9a21f8a4870
L0_fake_036,dataset/images/L0_fake_036.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,val,512,512,images/L0DeepFake/sd_abstract_029.jpg,d14c227b2a716525
L0_fake_037,dataset/images/L0_fake_037.jpg,L0,0,Procedural / abstract,fake,1,0.5,bing-image-creator,val,1248,832,images/L0DeepFake/Random_colour_splash_image-3.jpg,95a2e10feb0925b6
L0_fake_038,dataset/images/L0_fake_038.jpg,L0,0,Procedural / abstract,fake,1,0.5,bing-image-creator,val,1248,832,images/L0DeepFake/3d_procedural_geometric_render-3.jpg,a99815330e2319d5
L0_fake_039,dataset/images/L0_fake_039.jpg,L0,0,Procedural / abstract,fake,1,0.5,bing-image-creator,val,1248,832,images/L0DeepFake/Abstract_image-1.jpg,fde55ecb0d51bd00
L0_fake_040,dataset/images/L0_fake_040.jpg,L0,0,Procedural / abstract,fake,1,0.5,bing-image-creator,val,1248,832,images/L0DeepFake/Random_colour_splash_image-1.jpg,8eabf1dd0ce9aa2f
L0_fake_041,dataset/images/L0_fake_041.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,val,512,512,images/L0DeepFake/sd_abstract_021.jpg,4ea71c9213346b9d
L0_fake_042,dataset/images/L0_fake_042.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,val,512,512,images/L0DeepFake/sd_abstract_008.jpg,71b13caf765fe93d
L0_fake_043,dataset/images/L0_fake_043.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,val,512,512,images/L0DeepFake/sd_abstract_024.jpg,aa34e7e5dddc27db
L0_fake_044,dataset/images/L0_fake_044.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,test,512,512,images/L0DeepFake/sd_abstract_025.jpg,936b4f3cb608e999
L0_fake_045,dataset/images/L0_fake_045.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,test,512,512,images/L0DeepFake/sd_abstract_003.jpg,d3c5ff4c4f13dd7b
L0_fake_046,dataset/images/L0_fake_046.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,test,512,512,images/L0DeepFake/sd_abstract_020.jpg,e9a2fcc575083179
L0_fake_047,dataset/images/L0_fake_047.jpg,L0,0,Procedural / abstract,fake,1,0.5,bing-image-creator,test,1248,832,images/L0DeepFake/Abstract_image-2.jpg,677b997f63b78fbd
L0_fake_048,dataset/images/L0_fake_048.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,test,512,512,images/L0DeepFake/sd_abstract_009.jpg,0598927402d16c9b
L0_fake_049,dataset/images/L0_fake_049.jpg,L0,0,Procedural / abstract,fake,1,0.5,bing-image-creator,test,1248,832,images/L0DeepFake/Abstract_image.jpg,32456700f813a663
L0_fake_050,dataset/images/L0_fake_050.jpg,L0,0,Procedural / abstract,fake,1,0.5,stable-diffusion-1.5,test,512,512,images/L0DeepFake/sd_abstract_019.jpg,8751fd697b783964
L0_real_001,dataset/images/L0_real_001.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,322,326,images/L0Real/dtd_026.jpg,4748e5a80f00ad4a
L0_real_002,dataset/images/L0_real_002.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,400,300,images/L0Real/dtd_024.jpg,d176aecb39c6a10f
L0_real_003,dataset/images/L0_real_003.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,640,512,images/L0Real/dtd_020.jpg,aaf2bfa01efa8043
L0_real_004,dataset/images/L0_real_004.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,640,624,images/L0Real/dtd_012.jpg,7279d95c4a76905b
L0_real_005,dataset/images/L0_real_005.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,452,370,images/L0Real/dtd_005.jpg,2b6a5ead44891f3b
L0_real_006,dataset/images/L0_real_006.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,639,426,images/L0Real/dtd_046.jpg,0d3d4df8b2b7a86b
L0_real_007,dataset/images/L0_real_007.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,640,480,images/L0Real/dtd_027.jpg,7d2f72a43731409b
L0_real_008,dataset/images/L0_real_008.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,600,622,images/L0Real/dtd_010.jpg,7c6ac8cd4ad0322c
L0_real_009,dataset/images/L0_real_009.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,500,500,images/L0Real/dtd_030.jpg,02d9953154182e67
L0_real_010,dataset/images/L0_real_010.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,640,527,images/L0Real/dtd_017.jpg,7662096ba7f6bb9f
L0_real_011,dataset/images/L0_real_011.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,567,615,images/L0Real/dtd_032.jpg,a067b5ae265e7fc7
L0_real_012,dataset/images/L0_real_012.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,485,465,images/L0Real/dtd_022.jpg,24b1cc5644f17912
L0_real_013,dataset/images/L0_real_013.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,640,540,images/L0Real/dtd_013.jpg,17983d4791c9cbf2
L0_real_014,dataset/images/L0_real_014.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,640,360,images/L0Real/dtd_004.jpg,0b6e222dd9d28474
L0_real_015,dataset/images/L0_real_015.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,558,553,images/L0Real/dtd_040.jpg,1a92310413ed2fee
L0_real_016,dataset/images/L0_real_016.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,334,380,images/L0Real/dtd_039.jpg,a98e5e5c1b77c4a8
L0_real_017,dataset/images/L0_real_017.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,640,447,images/L0Real/dtd_011.jpg,475ea94154ddbf6b
L0_real_018,dataset/images/L0_real_018.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,373,387,images/L0Real/dtd_025.jpg,104439c36801f146
L0_real_019,dataset/images/L0_real_019.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,640,517,images/L0Real/dtd_036.jpg,ca67b0e6f59de34d
L0_real_020,dataset/images/L0_real_020.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,640,480,images/L0Real/dtd_001.jpg,38fffe6da5380bc9
L0_real_021,dataset/images/L0_real_021.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,302,309,images/L0Real/dtd_044.jpg,6962eded7b9a1373
L0_real_022,dataset/images/L0_real_022.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,512,512,images/L0Real/dtd_019.jpg,0d7a7d0e8aff92a2
L0_real_023,dataset/images/L0_real_023.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,627,487,images/L0Real/dtd_034.jpg,d88d18d3bef40280
L0_real_024,dataset/images/L0_real_024.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,374,526,images/L0Real/dtd_049.jpg,8224082210059b61
L0_real_025,dataset/images/L0_real_025.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,512,512,images/L0Real/dtd_042.jpg,d53ac4b8abcf25c8
L0_real_026,dataset/images/L0_real_026.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,382,476,images/L0Real/dtd_031.jpg,e1ba03415a3d8d8a
L0_real_027,dataset/images/L0_real_027.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,501,501,images/L0Real/dtd_029.jpg,6671d7908a8c1c3c
L0_real_028,dataset/images/L0_real_028.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,380,360,images/L0Real/dtd_021.jpg,1540430e87795419
L0_real_029,dataset/images/L0_real_029.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,530,431,images/L0Real/dtd_023.jpg,7da472ec2345af23
L0_real_030,dataset/images/L0_real_030.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,358,354,images/L0Real/dtd_043.jpg,b3f9017d3d47e4aa
L0_real_031,dataset/images/L0_real_031.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,640,634,images/L0Real/dtd_047.jpg,05189eb729a622af
L0_real_032,dataset/images/L0_real_032.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,350,352,images/L0Real/dtd_037.jpg,7fd3019817010594
L0_real_033,dataset/images/L0_real_033.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,360,360,images/L0Real/dtd_033.jpg,5ade6f6a968387bc
L0_real_034,dataset/images/L0_real_034.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,590,393,images/L0Real/dtd_045.jpg,2a1bb09582d85db4
L0_real_035,dataset/images/L0_real_035.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,train,480,640,images/L0Real/dtd_014.jpg,7843134d2653979c
L0_real_036,dataset/images/L0_real_036.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,val,660,310,images/L0Real/dtd_050.jpg,80eba9df2e745de6
L0_real_037,dataset/images/L0_real_037.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,val,626,528,images/L0Real/dtd_048.jpg,d7c905482b282b2b
L0_real_038,dataset/images/L0_real_038.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,val,300,300,images/L0Real/dtd_003.jpg,e7ee1888928377f4
L0_real_039,dataset/images/L0_real_039.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,val,432,432,images/L0Real/dtd_028.jpg,dc8574235580ee46
L0_real_040,dataset/images/L0_real_040.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,val,400,400,images/L0Real/dtd_038.jpg,a4d0409de1228675
L0_real_041,dataset/images/L0_real_041.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,val,435,506,images/L0Real/dtd_006.jpg,ea66a936b726bdb7
L0_real_042,dataset/images/L0_real_042.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,val,360,360,images/L0Real/dtd_035.jpg,2b7488256d19537a
L0_real_043,dataset/images/L0_real_043.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,val,640,525,images/L0Real/dtd_007.jpg,7a51c46d300acb26
L0_real_044,dataset/images/L0_real_044.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,test,318,308,images/L0Real/dtd_009.jpg,eaf63ada51a633ff
L0_real_045,dataset/images/L0_real_045.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,test,465,426,images/L0Real/dtd_015.jpg,798663c393ffe7e7
L0_real_046,dataset/images/L0_real_046.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,test,437,373,images/L0Real/dtd_016.jpg,2078354edff5be44
L0_real_047,dataset/images/L0_real_047.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,test,640,480,images/L0Real/dtd_018.jpg,06c05b91f6ec7e4e
L0_real_048,dataset/images/L0_real_048.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,test,600,600,images/L0Real/dtd_002.jpg,2f4e876742077f2a
L0_real_049,dataset/images/L0_real_049.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,test,376,639,images/L0Real/dtd_008.jpg,da2f41e3efe3d16b
L0_real_050,dataset/images/L0_real_050.jpg,L0,0,Procedural / abstract,real,0,0.5,dtd,test,408,408,images/L0Real/dtd_041.jpg,7a2159dc3e16fff4
L1_fake_001,dataset/images/L1_fake_001.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_024.jpg,68a440e608fc4eb0
L1_fake_002,dataset/images/L1_fake_002.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_004.jpg,60ef3e788ba40e79
L1_fake_003,dataset/images/L1_fake_003.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person14.jpeg,028265fb1bb571a1
L1_fake_004,dataset/images/L1_fake_004.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person21.jpeg,bb290fda14361463
L1_fake_005,dataset/images/L1_fake_005.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_013.jpg,cc6fc318cbf60032
L1_fake_006,dataset/images/L1_fake_006.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person31.jpeg,17dba9a835b188c1
L1_fake_007,dataset/images/L1_fake_007.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person3.jpeg,b7e1e5ff06573133
L1_fake_008,dataset/images/L1_fake_008.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_017.jpg,7abec75ce1602577
L1_fake_009,dataset/images/L1_fake_009.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_003.jpg,1a6cff99eda8ae06
L1_fake_010,dataset/images/L1_fake_010.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person25.jpeg,3a2074c0366beecf
L1_fake_011,dataset/images/L1_fake_011.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person22.jpeg,14c2fd01e4ee66ea
L1_fake_012,dataset/images/L1_fake_012.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person17.jpeg,8bc3189a48df3beb
L1_fake_013,dataset/images/L1_fake_013.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person29.jpeg,2cb3c9ff7be0c2dd
L1_fake_014,dataset/images/L1_fake_014.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_010.jpg,12217ca0251be537
L1_fake_015,dataset/images/L1_fake_015.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_021.jpg,ea9fb771248ccce5
L1_fake_016,dataset/images/L1_fake_016.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person13.jpeg,6ddbe2bc80171ed1
L1_fake_017,dataset/images/L1_fake_017.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_007.jpg,6855707117932b6d
L1_fake_018,dataset/images/L1_fake_018.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_006.jpg,5d1938ef07b4b9c3
L1_fake_019,dataset/images/L1_fake_019.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_015.jpg,54315856b5508699
L1_fake_020,dataset/images/L1_fake_020.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person11.jpeg,494dfab06d19eba9
L1_fake_021,dataset/images/L1_fake_021.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person26.jpeg,1e5991fa531db4ea
L1_fake_022,dataset/images/L1_fake_022.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_011.jpg,d52d3982c08caba5
L1_fake_023,dataset/images/L1_fake_023.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person10.jpeg,2d0a933c75ddbe6c
L1_fake_024,dataset/images/L1_fake_024.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person16.jpeg,6bc65ccf119bdc8a
L1_fake_025,dataset/images/L1_fake_025.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_012.jpg,4770e262a822205c
L1_fake_026,dataset/images/L1_fake_026.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_001.jpg,3da9ec29d96ded81
L1_fake_027,dataset/images/L1_fake_027.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_002.jpg,8a5988e638e97732
L1_fake_028,dataset/images/L1_fake_028.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_019.jpg,c42bafdeb829ad25
L1_fake_029,dataset/images/L1_fake_029.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person12.jpeg,8c59c2e565810523
L1_fake_030,dataset/images/L1_fake_030.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_014.jpg,2768ce9a76ad5c8c
L1_fake_031,dataset/images/L1_fake_031.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person23.jpeg,fb91c61f4be311c2
L1_fake_032,dataset/images/L1_fake_032.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,train,1024,1024,images/L1DeepFake/random-person28.jpeg,5dedd728d5655557
L1_fake_033,dataset/images/L1_fake_033.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_023.jpg,962eefab19c51c08
L1_fake_034,dataset/images/L1_fake_034.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_009.jpg,5db9041087fe735a
L1_fake_035,dataset/images/L1_fake_035.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,train,512,512,images/L1DeepFake/sd_scene_025.jpg,7c11a5377b8371ac
L1_fake_036,dataset/images/L1_fake_036.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,val,1024,1024,images/L1DeepFake/random-person30.jpeg,c89231e513bab033
L1_fake_037,dataset/images/L1_fake_037.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,val,1024,1024,images/L1DeepFake/random-person18.jpeg,f48ed78a94a5f0b5
L1_fake_038,dataset/images/L1_fake_038.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,val,1024,1024,images/L1DeepFake/random-person20.jpeg,9199b7cc0f57e72d
L1_fake_039,dataset/images/L1_fake_039.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,val,512,512,images/L1DeepFake/sd_scene_018.jpg,3a6ea696363dc627
L1_fake_040,dataset/images/L1_fake_040.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,val,1024,1024,images/L1DeepFake/random-person27.jpeg,6877beaa9c4cf2eb
L1_fake_041,dataset/images/L1_fake_041.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,val,512,512,images/L1DeepFake/sd_scene_016.jpg,5f6744fb23c22546
L1_fake_042,dataset/images/L1_fake_042.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,val,1024,1024,images/L1DeepFake/random-person15.jpeg,20881d27cc0337a2
L1_fake_043,dataset/images/L1_fake_043.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,val,512,512,images/L1DeepFake/sd_scene_020.jpg,f60d07a538576077
L1_fake_044,dataset/images/L1_fake_044.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,test,1024,1024,images/L1DeepFake/random-person2.jpeg,2ef7677fafdc7c74
L1_fake_045,dataset/images/L1_fake_045.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,test,512,512,images/L1DeepFake/sd_scene_008.jpg,2522f4471cb4f027
L1_fake_046,dataset/images/L1_fake_046.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,test,1024,1024,images/L1DeepFake/random-person24.jpeg,b839ec48376e810b
L1_fake_047,dataset/images/L1_fake_047.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,test,512,512,images/L1DeepFake/sd_scene_022.jpg,11d9cf08e9bb279b
